Study_ID,Country,Crop_Type,IoT_Devices,Sensor_Type,Irrigation_Mode,Water_Saved_%,Yield_Change_%,Cost_Reduction_%,ML_Model_Used,Model_Accuracy_%,Evaluation_Period_Days,Data_Quality_Flag,Notes
5694,USA,Tomato,Vision camera (edge),Soil Moisture,Sprinkler + Auto,26,7,9,Ensemble,91,310,High,
5695,India,Mango,Soil sensors,NDVI,Cloud-auto (scheduled),26,13,5,CNN,85,83,High,
5696,Bangladesh,Sugarcane,Soil sensors,Multispectral Camera,Drip + Sensor-driven,19,10,10,CNN,78,43,High,
5697,USA,Mango,Edge device + Vision,Solar Radiation,Drip,23,1,8,LightGBM,70,307,Medium,
5698,Ghana,Date Palm,Soil sensors + Drones,EC (salinity),Flood,20,-1,11,Random Forest,71,122,Low,
5699,USA,Rice,Weather station,Solar Radiation,Drip + Sensor-driven,34,2,9,LightGBM,83,31,Medium,
5700,India,Soybean,Cloud-connected sensors,Humidity,Micro-irrigation,34,3,11,LightGBM,96,243,Medium,Edge device tested
5701,Brazil,Soybean,Drones (NDVI),Soil Moisture,Cloud-auto (scheduled),31,1,18,LightGBM,88,102,Low,
5702,Spain,Soybean,Soil sensors + Weather station,Multispectral Camera,Manual,26,2,10,Random Forest,71,127,Low,
5703,China,Wheat,Soil sensors + Weather station,NDVI,Micro-irrigation,36,15,14,Linear Regression,68,175,High,
5704,China,Mango,Weather station,EC (salinity),Sprinkler,28,3,12,Random Forest,73,200,Medium,
5705,Australia,Wheat,Soil sensors,Humidity,Micro-irrigation,40,12,19,RCNN,89,323,Low,
5706,China,Millet,Soil sensors + Drones,Soil Temperature,Drip + Sensor-driven,27,11,11,Random Forest,78,355,Medium,
5707,South Africa,Grapes,Soil sensors + Weather station,NDVI,Sprinkler,39,5,8,Random Forest,86,137,High,
5708,Portugal,Mango,Edge device + Vision,NDVI,Sprinkler,20,7,6,Ensemble,89,226,High,Pilot plot
5709,South Africa,Potato,NodeMCU + LoRa,Air Temp,Micro-irrigation,43,11,16,Random Forest,82,332,High,
5710,India,Mango,Soil sensors,EC (salinity),Drip,36,20,10,LightGBM,79,239,Low,
5711,USA,Cotton,Soil sensors,Air Temp,Drip + Sensor-driven,29,9,16,Random Forest,78,93,High,
5712,India,Mango,Soil sensors + Drones,Air Temp,Manual,31,8,15,XGBoost,85,349,Medium,
5713,Brazil,Rice,Soil sensors + Drones,Air Temp,Drip + Sensor-driven,34,14,19,Random Forest,78,181,High,
5714,Bangladesh,Potato,Soil sensors + Drones,Soil Temperature,Micro-irrigation,26,17,11,Linear Regression,78,239,Medium,High sensor drift
5715,South Africa,Maize,NodeMCU + LoRa,Soil Temperature,Drip,31,12,9,Reinforcement Learning (A2C),82,199,High,
5716,India,Grapes,Edge device + Vision,Solar Radiation,Manual,30,10,14,Ensemble,76,138,High,
5717,Australia,Maize,Soil sensors + Weather station,Soil Temperature,Drip,34,-1,17,Ensemble,81,312,Medium,
5718,India,Mango,Soil sensors + Weather station,EC (salinity),Manual,35,4,10,XGBoost,89,286,High,
5719,China,Potato,Soil sensors + Weather station,Soil Moisture,Sprinkler + Auto,25,2,5,XGBoost,88,326,Medium,
5720,China,Sugarcane,Soil sensors + Weather station,NDVI,Cloud-auto (scheduled),20,5,6,Ensemble,83,232,High,Edge device tested
5721,Ghana,Rice,Soil sensors + Weather station,EC (salinity),Cloud-auto (scheduled),17,13,6,KNN,66,97,High,
5722,USA,Rice,Weather station,Soil Moisture,Drip + Sensor-driven,29,12,14,Random Forest,66,302,Low,
5723,India,Cotton,Soil sensors,Humidity,Flood,23,10,8,XGBoost,91,268,High,
5724,USA,Sugarcane,Soil sensors,Humidity,Cloud-auto (scheduled),24,5,7,Ensemble,80,259,High,
5725,India,Potato,Weather station,Humidity,Micro-irrigation,28,8,11,CNN,85,317,High,
5726,USA,Millet,Soil sensors,Soil Temperature,Sprinkler + Auto,38,8,18,Random Forest,77,100,High,Pilot plot
5727,India,Sorghum,Solar-powered sensors,EC (salinity),Cloud-auto (scheduled),21,6,12,XGBoost,70,293,Medium,
5728,Egypt,Sorghum,Drones (NDVI),Soil Temperature,Drip,34,4,9,Linear Regression,84,303,High,
5729,India,Mango,Vision camera (edge),Solar Radiation,Flood,25,1,6,Reinforcement Learning (A2C),71,352,High,
5730,India,Sorghum,Drones (NDVI),Solar Radiation,Flood,19,13,10,Random Forest,75,187,High,Cloud outage recorded
5731,India,Tomato,NodeMCU + LoRa,Soil Temperature,Micro-irrigation,36,17,20,CNN,73,247,Low,Long-term monitoring
5732,Brazil,Sorghum,Drones (NDVI),Multispectral Camera,Sprinkler,21,1,5,XGBoost,79,46,High,Cloud outage recorded
5733,India,Maize,Soil sensors + Weather station,Multispectral Camera,Sprinkler + Auto,33,9,12,XGBoost,75,226,High,High rainfall during eval period
5734,South Africa,Cotton,Drones (NDVI),Humidity,Micro-irrigation,27,16,14,Random Forest,76,78,High,Long-term monitoring
5735,India,Sugarcane,NodeMCU + LoRa,Soil Moisture,Drip + Sensor-driven,22,14,7,Ensemble,80,64,Medium,
5736,Australia,Mango,NodeMCU + LoRa,Soil Moisture,Micro-irrigation,31,5,18,Ensemble,96,348,High,Dry season
5737,China,Cotton,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),25,11,12,Ensemble,72,290,Medium,Long-term monitoring
5738,India,Tomato,Soil sensors + Weather station,Multispectral Camera,Sprinkler + Auto,28,12,6,Ensemble,95,259,Medium,
5739,Australia,Cotton,Vision camera (edge),NDVI,Micro-irrigation,37,17,10,Reinforcement Learning (A2C),86,156,High,
5740,India,Grapes,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),17,9,8,XGBoost,75,331,Medium,
5741,Bangladesh,Potato,Soil sensors,EC (salinity),Sprinkler + Auto,18,5,9,KNN,71,115,High,Solar powered
5742,Ghana,Wheat,Weather station,Humidity,Sprinkler,26,2,8,XGBoost,78,54,High,Smallholder field
5743,India,Mango,Weather station,Multispectral Camera,Drip,29,11,15,Random Forest,74,182,High,
5744,India,Soybean,Drones (NDVI),Multispectral Camera,Micro-irrigation,37,-4,9,LightGBM,94,58,High,
5745,India,Millet,Soil sensors,Air Temp,Cloud-auto (scheduled),29,14,16,XGBoost,79,228,Low,
5746,Australia,Sorghum,Soil sensors + Drones,Soil Temperature,Flood,20,10,8,CNN,85,300,High,
5747,Bangladesh,Sorghum,Soil sensors + Drones,Humidity,Drip + Sensor-driven,31,9,16,CNN,97,124,High,Cloud outage recorded
5748,India,Date Palm,Drones (NDVI),Soil Temperature,Micro-irrigation,30,-2,9,KNN,64,357,High,Pilot plot
5749,India,Millet,Soil sensors + Weather station,Multispectral Camera,Sprinkler,32,15,11,Ensemble,83,328,Medium,Dry season
5750,Bangladesh,Sugarcane,Soil sensors + Weather station,NDVI,Sprinkler,24,-5,13,KNN,77,49,High,
5751,India,Mango,Drones (NDVI),Soil Temperature,Drip,19,9,5,Linear Regression,74,247,High,Smallholder field
5752,India,Date Palm,NodeMCU + LoRa,NDVI,Sprinkler,36,11,13,Ensemble,77,171,High,Solar powered
5753,India,Grapes,Soil sensors + Weather station,Multispectral Camera,Manual,37,13,8,Random Forest,93,202,High,
5754,India,Rice,Soil sensors + Drones,Multispectral Camera,Cloud-auto (scheduled),30,25,17,CNN,83,88,High,
5755,Spain,Rice,NodeMCU + LoRa,Air Temp,Flood,27,12,15,Random Forest,89,45,High,High rainfall during eval period
5756,India,Sorghum,Vision camera (edge),EC (salinity),Sprinkler + Auto,31,6,16,LightGBM,84,197,High,
5757,USA,Wheat,Soil sensors,Soil Moisture,Cloud-auto (scheduled),25,5,9,Ensemble,74,242,High,
5758,Portugal,Potato,Soil sensors,Soil Moisture,Manual,21,6,4,Linear Regression,65,191,Medium,
5759,Ghana,Soybean,Drones (NDVI),Multispectral Camera,Drip,39,8,21,CNN,82,326,High,
5760,India,Sugarcane,Soil sensors + Weather station,Soil Temperature,Manual,35,3,8,Reinforcement Learning (A2C),86,156,High,Dry season
5761,India,Wheat,Soil sensors,Multispectral Camera,Sprinkler + Auto,35,17,18,Ensemble,74,112,Medium,Smallholder field
5762,China,Wheat,Weather station,Multispectral Camera,Manual,30,11,16,LightGBM,89,331,Medium,
5763,Egypt,Date Palm,Soil sensors,EC (salinity),Cloud-auto (scheduled),24,15,6,CNN,82,126,Low,Pilot plot
5764,India,Date Palm,Weather station,Multispectral Camera,Sprinkler + Auto,18,17,5,Ensemble,74,186,High,
5765,China,Tomato,Weather station,Humidity,Cloud-auto (scheduled),36,3,9,XGBoost,85,268,High,High sensor drift
5766,South Africa,Grapes,Soil sensors + Drones,Soil Temperature,Sprinkler,23,14,9,LightGBM,92,234,High,
5767,Bangladesh,Rice,Soil sensors + Weather station,Multispectral Camera,Cloud-auto (scheduled),35,13,21,XGBoost,83,291,High,
5768,India,Sorghum,Soil sensors + Drones,Soil Temperature,Drip + Sensor-driven,32,13,8,Random Forest,94,348,High,
5769,Brazil,Millet,Soil sensors + Weather station,Humidity,Drip,33,7,17,LightGBM,74,44,High,
5770,Ghana,Millet,Soil sensors,Solar Radiation,Flood,32,6,18,Ensemble,63,344,High,Edge device tested
5771,India,Potato,Edge device + Vision,Air Temp,Sprinkler,28,3,10,LightGBM,73,364,High,
5772,Brazil,Date Palm,Soil sensors + Weather station,Humidity,Sprinkler + Auto,28,0,13,Ensemble,84,145,Medium,
5773,Bangladesh,Date Palm,Weather station,NDVI,Manual,22,3,5,RCNN,81,207,Low,Dry season
5774,India,Wheat,Drones (NDVI),Multispectral Camera,Drip + Sensor-driven,30,20,15,Reinforcement Learning (A2C),78,270,Medium,
5775,India,Grapes,Soil sensors,Soil Moisture,Micro-irrigation,30,6,9,Reinforcement Learning (A2C),76,112,Medium,Solar powered
5776,India,Wheat,Drones (NDVI),NDVI,Drip + Sensor-driven,27,15,15,Ensemble,72,325,High,
5777,Egypt,Grapes,Drones (NDVI),Multispectral Camera,Cloud-auto (scheduled),38,7,10,CNN,84,303,Medium,
5778,Australia,Potato,Cloud-connected sensors,NDVI,Drip,31,12,18,Linear Regression,57,354,High,Dry season
5779,South Africa,Potato,Soil sensors,Solar Radiation,Manual,25,17,11,Random Forest,90,174,Medium,
5780,India,Wheat,Soil sensors,Soil Temperature,Sprinkler + Auto,31,12,14,LightGBM,93,251,Medium,Solar powered
5781,Australia,Maize,Edge device + Vision,Solar Radiation,Flood,19,11,5,Ensemble,88,121,High,
5782,China,Wheat,Soil sensors + Weather station,Air Temp,Cloud-auto (scheduled),31,11,9,RCNN,84,66,Medium,
5783,Bangladesh,Date Palm,Soil sensors + Drones,Solar Radiation,Micro-irrigation,22,1,13,Random Forest,80,219,Low,
5784,USA,Millet,Soil sensors + Drones,Soil Moisture,Sprinkler,17,10,9,Ensemble,72,308,High,Edge device tested
5785,Ghana,Tomato,Soil sensors + Drones,NDVI,Sprinkler,34,5,19,XGBoost,82,227,High,High sensor drift
5786,India,Grapes,Soil sensors + Weather station,Multispectral Camera,Manual,27,5,12,CNN,81,132,High,
5787,Bangladesh,Millet,Soil sensors + Drones,Multispectral Camera,Manual,23,18,5,Random Forest,84,94,Medium,
5788,South Africa,Sorghum,Drones (NDVI),Solar Radiation,Drip + Sensor-driven,33,9,7,Linear Regression,58,169,High,
5789,China,Rice,Weather station,NDVI,Micro-irrigation,32,9,16,XGBoost,83,311,High,Pilot plot
5790,Australia,Rice,Weather station,Multispectral Camera,Sprinkler + Auto,32,-1,10,XGBoost,72,44,Low,High rainfall during eval period
5791,India,Mango,Soil sensors + Weather station,Air Temp,Sprinkler,26,3,5,XGBoost,95,85,High,
5792,Bangladesh,Potato,Soil sensors + Weather station,Multispectral Camera,Manual,28,6,8,CNN,74,353,Medium,
5793,Bangladesh,Date Palm,Edge device + Vision,Soil Temperature,Flood,30,11,12,XGBoost,83,113,High,
5794,China,Wheat,Soil sensors + Drones,Air Temp,Sprinkler,32,14,18,Linear Regression,77,216,High,
5795,Bangladesh,Cotton,Soil sensors + Weather station,NDVI,Drip + Sensor-driven,29,8,9,LightGBM,88,301,High,Solar powered
5796,India,Soybean,Cloud-connected sensors,Air Temp,Cloud-auto (scheduled),29,12,10,XGBoost,77,269,High,Long-term monitoring
5797,India,Tomato,Edge device + Vision,Solar Radiation,Manual,34,10,15,Ensemble,73,75,Medium,Smallholder field
5798,India,Maize,Cloud-connected sensors,Humidity,Micro-irrigation,30,17,16,Linear Regression,78,330,High,
5799,India,Cotton,Soil sensors,Soil Temperature,Sprinkler + Auto,17,6,9,Ensemble,73,32,Low,
5800,Bangladesh,Mango,Soil sensors + Drones,EC (salinity),Sprinkler,32,6,10,Reinforcement Learning (A2C),71,298,High,
5801,USA,Tomato,Drones (NDVI),Soil Temperature,Sprinkler + Auto,33,17,11,XGBoost,89,125,Medium,
5802,Australia,Rice,Weather station,Soil Moisture,Sprinkler,13,5,8,XGBoost,75,61,Medium,
5803,India,Wheat,Edge device + Vision,Solar Radiation,Sprinkler + Auto,25,18,12,XGBoost,74,125,High,
5804,China,Potato,Soil sensors + Drones,Humidity,Cloud-auto (scheduled),26,-2,13,Linear Regression,70,320,High,Edge device tested
5805,USA,Maize,Soil sensors,NDVI,Micro-irrigation,34,15,12,Random Forest,81,164,High,Solar powered
5806,Australia,Wheat,Solar-powered sensors,Air Temp,Micro-irrigation,36,9,19,LightGBM,77,281,Medium,Cloud outage recorded
5807,Portugal,Grapes,Soil sensors,Humidity,Micro-irrigation,25,13,15,LightGBM,80,331,High,
5808,South Africa,Sorghum,Soil sensors,Solar Radiation,Micro-irrigation,31,18,6,XGBoost,76,61,Medium,
5809,India,Date Palm,Soil sensors + Weather station,Multispectral Camera,Sprinkler,37,17,15,XGBoost,93,292,High,
5810,India,Potato,Weather station,NDVI,Drip + Sensor-driven,28,19,14,Random Forest,76,165,High,
5811,Brazil,Potato,Vision camera (edge),Humidity,Sprinkler + Auto,24,12,7,Ensemble,77,327,High,
5812,China,Maize,Edge device + Vision,Solar Radiation,Micro-irrigation,23,8,10,KNN,65,250,Medium,Edge device tested
5813,China,Sorghum,NodeMCU + LoRa,Soil Temperature,Drip + Sensor-driven,37,16,9,Linear Regression,75,146,High,
5814,Bangladesh,Wheat,Drones (NDVI),Soil Temperature,Sprinkler + Auto,22,16,5,XGBoost,71,284,High,
5815,India,Rice,Edge device + Vision,Multispectral Camera,Micro-irrigation,32,9,14,CNN,78,36,High,
5816,Ghana,Sugarcane,Soil sensors,Humidity,Sprinkler,22,14,12,Random Forest,82,160,Medium,Long-term monitoring
5817,Spain,Soybean,Soil sensors,Air Temp,Flood,25,10,6,Ensemble,93,70,High,
5818,USA,Date Palm,Vision camera (edge),Air Temp,Drip + Sensor-driven,28,7,17,Linear Regression,77,50,High,High rainfall during eval period
5819,China,Grapes,Soil sensors + Weather station,Soil Moisture,Drip,25,15,7,LightGBM,73,264,Medium,
5820,Ghana,Mango,Soil sensors + Drones,Solar Radiation,Manual,26,10,15,Random Forest,85,330,Medium,
5821,Brazil,Potato,Solar-powered sensors,Soil Temperature,Flood,27,10,8,Ensemble,74,351,Medium,
5822,Egypt,Potato,Edge device + Vision,Soil Temperature,Manual,30,0,10,LightGBM,83,144,High,
5823,India,Millet,Soil sensors + Weather station,EC (salinity),Manual,21,18,5,Linear Regression,66,298,Medium,Pilot plot
5824,Bangladesh,Rice,NodeMCU + LoRa,Solar Radiation,Cloud-auto (scheduled),22,21,8,Random Forest,79,203,Medium,Edge device tested
5825,Bangladesh,Soybean,Solar-powered sensors,Soil Moisture,Drip + Sensor-driven,35,11,15,Ensemble,83,203,High,Dry season
5826,India,Date Palm,Soil sensors + Drones,Soil Temperature,Drip + Sensor-driven,23,5,13,CNN,91,218,High,
5827,China,Sorghum,Solar-powered sensors,Soil Temperature,Drip,37,16,18,KNN,70,90,Medium,
5828,Spain,Date Palm,Soil sensors + Weather station,Solar Radiation,Cloud-auto (scheduled),32,0,12,Random Forest,82,327,Medium,
5829,Bangladesh,Millet,Soil sensors,EC (salinity),Sprinkler,22,2,9,Reinforcement Learning (A2C),68,344,High,
5830,India,Tomato,Drones (NDVI),Multispectral Camera,Cloud-auto (scheduled),31,2,9,LightGBM,82,152,Medium,
5831,Australia,Wheat,Solar-powered sensors,Soil Moisture,Sprinkler,26,1,13,Random Forest,80,295,Low,Cloud outage recorded
5832,India,Potato,Soil sensors,Multispectral Camera,Drip + Sensor-driven,29,9,17,Random Forest,79,225,Medium,Cloud outage recorded
5833,Portugal,Mango,NodeMCU + LoRa,Soil Moisture,Drip + Sensor-driven,22,15,9,XGBoost,75,364,High,
5834,Ghana,Cotton,Drones (NDVI),EC (salinity),Sprinkler,22,14,6,Random Forest,92,239,Medium,
5835,India,Maize,Weather station,NDVI,Sprinkler + Auto,28,3,15,XGBoost,75,93,High,
5836,China,Cotton,Soil sensors + Drones,Solar Radiation,Drip + Sensor-driven,33,3,19,Random Forest,76,57,High,Dry season
5837,Brazil,Date Palm,Soil sensors + Weather station,NDVI,Micro-irrigation,29,13,16,Linear Regression,63,222,Medium,
5838,Bangladesh,Potato,Drones (NDVI),Humidity,Micro-irrigation,28,6,6,Linear Regression,79,134,Low,
5839,Australia,Grapes,Weather station,EC (salinity),Cloud-auto (scheduled),27,7,14,XGBoost,73,243,High,Edge device tested
5840,Ghana,Maize,Drones (NDVI),Air Temp,Flood,23,24,10,Random Forest,82,350,Low,
5841,India,Soybean,Solar-powered sensors,Solar Radiation,Micro-irrigation,26,-2,11,Random Forest,83,308,Medium,Smallholder field
5842,India,Rice,Edge device + Vision,Multispectral Camera,Manual,39,19,21,Ensemble,85,133,High,Solar powered
5843,Ghana,Wheat,Soil sensors + Weather station,Multispectral Camera,Sprinkler,13,14,4,LightGBM,78,154,Low,Solar powered
5844,Egypt,Rice,Soil sensors + Drones,EC (salinity),Drip,31,9,13,XGBoost,83,68,High,
5845,India,Mango,NodeMCU + LoRa,Humidity,Manual,19,8,8,Ensemble,74,292,Medium,
5846,China,Tomato,Soil sensors,Humidity,Micro-irrigation,30,5,10,CNN,87,211,High,Long-term monitoring
5847,Portugal,Cotton,Vision camera (edge),Soil Moisture,Micro-irrigation,24,20,6,Random Forest,90,77,High,
5848,India,Wheat,Soil sensors,Air Temp,Sprinkler,22,5,9,Ensemble,68,195,High,
5849,India,Rice,Drones (NDVI),Soil Temperature,Cloud-auto (scheduled),25,8,15,LightGBM,83,324,High,
5850,India,Maize,Weather station,Humidity,Drip,32,7,11,XGBoost,72,260,High,
5851,India,Tomato,Weather station,Multispectral Camera,Cloud-auto (scheduled),21,12,9,Random Forest,74,195,High,Dry season
5852,India,Cotton,NodeMCU + LoRa,Soil Moisture,Flood,21,7,13,Random Forest,75,80,High,
5853,Brazil,Cotton,Weather station,Air Temp,Manual,27,5,11,Reinforcement Learning (A2C),71,53,Low,High rainfall during eval period
5854,South Africa,Sorghum,Soil sensors,NDVI,Drip,28,-3,7,Linear Regression,68,99,High,
5855,China,Millet,Soil sensors + Weather station,Solar Radiation,Cloud-auto (scheduled),27,8,14,XGBoost,83,243,Medium,Dry season
5856,India,Rice,Soil sensors + Weather station,Humidity,Drip + Sensor-driven,29,-4,9,LightGBM,88,218,High,
5857,Australia,Potato,Drones (NDVI),NDVI,Sprinkler + Auto,31,3,15,Random Forest,76,304,Medium,
5858,Ghana,Grapes,Drones (NDVI),Soil Moisture,Drip + Sensor-driven,34,2,8,LightGBM,84,325,High,Pilot plot
5859,USA,Grapes,Soil sensors,Humidity,Manual,42,11,16,XGBoost,76,182,High,High sensor drift
5860,USA,Tomato,Soil sensors,NDVI,Sprinkler + Auto,24,2,10,Linear Regression,66,158,High,
5861,Egypt,Sugarcane,Solar-powered sensors,Multispectral Camera,Drip + Sensor-driven,32,6,14,XGBoost,89,249,Low,Smallholder field
5862,India,Rice,Soil sensors,Soil Temperature,Manual,34,4,17,Reinforcement Learning (A2C),65,180,High,
5863,India,Grapes,Soil sensors,NDVI,Micro-irrigation,33,5,9,Random Forest,72,85,High,
5864,USA,Cotton,Weather station,Air Temp,Drip,37,2,20,Random Forest,74,73,Medium,
5865,India,Mango,Soil sensors + Drones,Solar Radiation,Flood,18,7,9,KNN,71,152,Low,
5866,India,Millet,Vision camera (edge),EC (salinity),Drip + Sensor-driven,39,19,14,Random Forest,79,65,High,
5867,USA,Date Palm,NodeMCU + LoRa,EC (salinity),Flood,30,10,9,LightGBM,96,216,Low,
5868,China,Cotton,Edge device + Vision,EC (salinity),Manual,37,13,22,Random Forest,78,179,High,Cloud outage recorded
5869,India,Mango,Soil sensors,NDVI,Flood,21,16,11,CNN,84,180,High,
5870,India,Tomato,Soil sensors + Drones,NDVI,Cloud-auto (scheduled),34,8,15,XGBoost,81,55,High,Edge device tested
5871,India,Sorghum,Vision camera (edge),Solar Radiation,Drip,41,9,13,LightGBM,80,38,High,
5872,Bangladesh,Sugarcane,Drones (NDVI),NDVI,Manual,28,1,16,Linear Regression,87,194,Medium,Smallholder field
5873,Spain,Sugarcane,Drones (NDVI),Humidity,Drip + Sensor-driven,25,19,8,LightGBM,85,160,High,
5874,USA,Potato,Cloud-connected sensors,Multispectral Camera,Flood,21,12,6,Linear Regression,89,80,Medium,
5875,India,Rice,Weather station,EC (salinity),Manual,25,12,7,CNN,81,57,High,
5876,Brazil,Sugarcane,Drones (NDVI),Humidity,Flood,20,10,9,Random Forest,86,308,High,
5877,Brazil,Wheat,Soil sensors,EC (salinity),Cloud-auto (scheduled),10,16,2,CNN,73,351,Medium,Cloud outage recorded
5878,Bangladesh,Grapes,Drones (NDVI),NDVI,Flood,20,4,7,XGBoost,77,253,Low,
5879,USA,Grapes,Drones (NDVI),Soil Moisture,Manual,20,3,12,CNN,85,127,Medium,
5880,India,Potato,Soil sensors + Weather station,Humidity,Sprinkler + Auto,32,4,19,Ensemble,68,128,High,Long-term monitoring
5881,India,Maize,Soil sensors + Drones,Soil Moisture,Sprinkler,20,12,10,LightGBM,78,50,High,
5882,India,Millet,Cloud-connected sensors,Soil Moisture,Drip,25,5,5,Ensemble,76,316,Medium,Pilot plot
5883,Brazil,Millet,Drones (NDVI),Solar Radiation,Drip,29,13,7,XGBoost,83,227,Low,
5884,China,Cotton,Solar-powered sensors,Soil Temperature,Sprinkler + Auto,23,8,10,Reinforcement Learning (A2C),71,139,High,
5885,Egypt,Mango,Soil sensors,NDVI,Drip,26,3,10,LightGBM,86,57,High,
5886,USA,Tomato,Drones (NDVI),NDVI,Drip + Sensor-driven,30,12,7,CNN,87,174,High,
5887,India,Mango,Soil sensors,EC (salinity),Drip,29,-1,9,LightGBM,79,148,Medium,
5888,India,Grapes,Soil sensors,Soil Moisture,Drip,27,16,9,Ensemble,84,48,High,
5889,Ghana,Maize,Drones (NDVI),Multispectral Camera,Drip,29,-4,13,CNN,79,289,High,High sensor drift
5890,India,Potato,Soil sensors,Soil Temperature,Drip + Sensor-driven,37,-2,18,LightGBM,92,76,High,
5891,Bangladesh,Tomato,Drones (NDVI),Multispectral Camera,Drip + Sensor-driven,28,5,10,KNN,73,161,Medium,Pilot plot
5892,India,Rice,Soil sensors,Air Temp,Sprinkler + Auto,34,-5,15,Reinforcement Learning (A2C),69,133,Low,Dry season
5893,India,Date Palm,Soil sensors + Weather station,Multispectral Camera,Cloud-auto (scheduled),30,11,14,Random Forest,85,203,Medium,
5894,China,Sugarcane,NodeMCU + LoRa,Soil Moisture,Manual,29,16,16,XGBoost,79,213,High,
5895,Brazil,Mango,Weather station,NDVI,Flood,31,9,11,CNN,86,341,High,
5896,Ghana,Sorghum,Soil sensors,Soil Moisture,Micro-irrigation,25,8,14,Linear Regression,61,66,Medium,
5897,Bangladesh,Rice,Drones (NDVI),Multispectral Camera,Micro-irrigation,23,15,8,RCNN,79,271,High,
5898,India,Maize,Soil sensors + Drones,NDVI,Cloud-auto (scheduled),27,7,16,CNN,75,119,Low,
5899,South Africa,Soybean,Soil sensors,NDVI,Drip,40,9,19,LightGBM,80,272,High,
5900,Australia,Wheat,Weather station,Solar Radiation,Sprinkler,37,8,17,Reinforcement Learning (A2C),68,298,Low,High rainfall during eval period
5901,USA,Sugarcane,Soil sensors + Weather station,Soil Temperature,Micro-irrigation,28,10,6,Random Forest,89,301,Medium,
5902,Brazil,Tomato,Soil sensors,EC (salinity),Manual,23,16,9,XGBoost,71,138,High,
5903,Australia,Mango,Soil sensors,Air Temp,Cloud-auto (scheduled),41,8,19,LightGBM,85,309,High,
5904,India,Sugarcane,Vision camera (edge),Humidity,Cloud-auto (scheduled),27,4,13,XGBoost,85,229,Medium,Cloud outage recorded
5905,Bangladesh,Mango,Weather station,Multispectral Camera,Manual,20,21,5,Random Forest,84,72,High,High sensor drift
5906,India,Maize,Soil sensors + Drones,Soil Temperature,Manual,28,9,7,RCNN,81,306,High,
5907,Bangladesh,Millet,Soil sensors + Weather station,Multispectral Camera,Sprinkler + Auto,25,-5,15,KNN,71,118,High,
5908,Bangladesh,Wheat,Weather station,EC (salinity),Micro-irrigation,26,6,8,Ensemble,82,324,Medium,
5909,Bangladesh,Cotton,Soil sensors,Multispectral Camera,Sprinkler,18,10,8,Ensemble,69,74,Low,Smallholder field
5910,India,Rice,Solar-powered sensors,Humidity,Drip,35,15,10,Random Forest,83,172,High,
5911,India,Tomato,Soil sensors + Drones,NDVI,Manual,22,-3,11,Random Forest,84,256,Medium,
5912,USA,Rice,Soil sensors,EC (salinity),Cloud-auto (scheduled),45,11,22,XGBoost,56,218,High,
5913,Portugal,Millet,Soil sensors + Weather station,Multispectral Camera,Sprinkler + Auto,25,1,14,LightGBM,76,210,High,Pilot plot
5914,South Africa,Maize,Edge device + Vision,Multispectral Camera,Cloud-auto (scheduled),25,8,7,Ensemble,84,252,High,
5915,Brazil,Tomato,NodeMCU + LoRa,Air Temp,Micro-irrigation,36,13,19,Random Forest,86,175,High,Edge device tested
5916,Bangladesh,Sorghum,Drones (NDVI),Multispectral Camera,Cloud-auto (scheduled),20,10,5,LightGBM,69,80,High,
5917,India,Rice,Soil sensors,EC (salinity),Flood,27,9,12,Ensemble,97,36,Medium,Smallholder field
5918,India,Mango,Edge device + Vision,Multispectral Camera,Sprinkler,23,13,11,Reinforcement Learning (A2C),81,352,Medium,
5919,South Africa,Grapes,Drones (NDVI),Soil Temperature,Flood,22,7,10,CNN,91,285,High,High rainfall during eval period
5920,China,Millet,Soil sensors,Solar Radiation,Cloud-auto (scheduled),26,4,13,LightGBM,80,91,High,
5921,Bangladesh,Potato,Vision camera (edge),Soil Moisture,Sprinkler + Auto,42,12,13,Ensemble,78,309,High,
5922,Bangladesh,Maize,Soil sensors,EC (salinity),Micro-irrigation,33,16,12,XGBoost,74,343,High,
5923,Brazil,Potato,Cloud-connected sensors,NDVI,Sprinkler,43,6,20,LightGBM,97,234,High,
5924,India,Wheat,Soil sensors + Weather station,Soil Temperature,Sprinkler,33,6,16,Ensemble,89,280,Low,
5925,India,Date Palm,Cloud-connected sensors,EC (salinity),Sprinkler,25,1,6,Reinforcement Learning (A2C),78,236,Medium,
5926,China,Wheat,Soil sensors + Drones,Multispectral Camera,Manual,33,11,17,Random Forest,76,78,Low,Cloud outage recorded
5927,Australia,Soybean,Drones (NDVI),Humidity,Sprinkler + Auto,30,7,16,XGBoost,77,78,Low,Edge device tested
5928,Portugal,Mango,Soil sensors,Soil Temperature,Sprinkler + Auto,31,18,7,Random Forest,92,63,Medium,
5929,India,Soybean,Cloud-connected sensors,Air Temp,Flood,23,12,7,XGBoost,80,304,Medium,
5930,India,Wheat,NodeMCU + LoRa,Solar Radiation,Sprinkler + Auto,26,16,13,Linear Regression,58,31,High,Smallholder field
5931,Ghana,Grapes,Soil sensors,Air Temp,Micro-irrigation,45,7,23,LightGBM,91,212,High,
